,Turkana,Marsabit,Mandera,Wajir,West Pokot,Samburu,Isiolo,Baringo,Keiyo-Marakwet,Trans Nzoia,Bungoma,Garissa,Uasin Gishu,Kakamega,Laikipia,Busia,Meru,Nandi,Siaya,Nakuru,Vihiga,Nyandarua,Tharaka,Kericho,Kisumu,Nyeri,Tana River,Kitui,Kirinyaga,Embu,Homa Bay,Bomet,Nyamira,Narok,Kisii,Murang'a,Migori,Kiambu,Machakos,Kajiado,Nairobi,Makueni,Lamu,Kilifi,Taita Taveta,Kwale,Mombasa,Offshore
2021-05-08,2.5760834,3.9295032,4.5100484,4.6957574,1.8092223,3.2859554,4.2898703,1.6138401,1.2289053,0.76516676,1.4365071,6.065241,1.793962,1.756546,1.8205097,1.8629854,2.9780986,1.7517173,1.8565344,1.6988653,1.0505049,1.2364223,1.991747,1.8415976,1.1643757,1.8143109,6.501859,3.6944683,1.9716309,1.8930901,2.0564024,2.3088477,1.9795022,2.488145,2.3856585,1.8837767,3.0342655,1.8358697,2.104385,1.8123877,1.8979411,2.5159485,8.272262,8.095854,4.4482193,5.981599,8.700449,8.177468
2021-05-09,1.4848148,2.2810082,4.5591316,4.4590197,1.0421966,1.7151693,2.933576,1.6079594,1.1041892,0.6538292,1.2954321,5.559627,1.0805346,1.4634484,1.5570215,1.8918295,2.114913,1.2683051,1.9799675,1.1566743,1.5749443,1.1297412,1.4739704,1.0847605,1.4526486,1.3260225,5.617108,2.4487977,1.3562355,1.4633164,2.3461564,1.8166891,2.0639906,1.6825199,2.3695378,1.2276208,2.6433723,1.1255046,1.0226129,1.2570254,1.2977563,1.4395866,7.870438,7.02062,3.1234226,5.898107,8.0426855,7.4788184
2021-05-10,2.3370173,2.9087682,5.8268366,6.2309275,2.1813068,1.7180796,3.9539301,1.7785269,1.9929047,1.7435938,2.0356436,6.581208,3.189374,2.6752079,1.8254335,2.2271166,2.1689906,2.7967153,2.9982684,2.3519852,2.2565706,1.467558,1.4170196,2.2421124,2.0329382,1.2563053,6.22463,3.4952958,1.0491762,1.499692,2.2622285,2.3912692,1.8640134,2.3232298,1.8829079,1.6392183,2.0810378,2.2341034,2.6187055,1.7463197,2.6381273,2.2641928,8.056861,7.050177,3.1453123,5.3133054,7.5932345,7.2668705
2021-05-11,1.6754558,2.2132485,5.7268305,5.5480056,1.4524399,1.9659101,3.7037964,1.7820133,1.2655405,1.5081018,2.1420355,7.356115,1.4947944,2.323076,1.8788769,3.2162814,2.5746603,1.8497726,3.5545044,1.5654423,2.9267747,1.3090148,1.5171626,1.6711293,2.6906583,1.1633282,7.476224,4.2440434,1.200228,1.7801946,3.0899315,2.5376346,2.7999067,2.063743,3.054177,1.6448064,3.5231488,1.5243605,1.9569863,2.2216067,1.4816194,3.5746257,9.149197,8.6881695,5.0921545,6.8735895,8.814469,8.348315
2021-05-12,1.7738866,2.4777935,6.634149,6.4194574,1.8570806,1.7522455,4.07452,1.2571192,1.4378686,1.0582615,1.5265914,7.827991,1.9350351,1.7550454,2.1545103,1.4748304,3.037567,1.9207758,0.9722011,2.0092485,1.0606905,2.005667,3.0637379,1.7826992,1.0431367,2.102887,7.6310253,4.443153,1.9402424,2.634089,1.3021866,1.7582345,1.3272475,1.489589,1.4634225,1.7821894,1.8552799,2.1474416,2.2086322,2.1570725,2.5313425,2.6669078,9.137403,8.419248,4.775381,6.4133925,8.656174,7.923356
2021-05-13,2.4689782,3.8749065,6.2132254,6.190534,2.0587819,2.6418605,4.5609903,2.0678236,1.2687585,1.9786032,1.8347952,7.376247,1.5877187,1.9135233,2.5401092,2.0688114,3.4243498,1.8460102,2.2238536,2.3019156,2.0068612,2.2072327,3.0442271,2.1114244,2.182298,2.1338162,7.1219325,4.296383,1.6275345,2.4839263,2.6749134,2.8818,2.8527033,2.5316954,2.993179,1.6907301,3.0481637,2.2140634,2.3656037,2.2156281,2.3059752,3.1358643,8.913505,7.765674,4.437664,6.0280724,8.150531,7.7294245
2021-05-14,3.316103,5.9762506,6.827504,7.0014205,2.2508404,4.588994,5.8915305,2.3237393,2.262397,2.1142645,1.5465242,7.5595384,2.2495544,1.7835213,3.2036624,2.3873358,4.2236996,2.2591074,2.8670595,2.973624,2.1562142,2.9247327,3.2829027,2.638056,2.1720188,3.1748226,7.192361,4.559162,2.7526007,2.951871,2.804277,2.9802244,2.6914594,3.3916714,2.7994852,3.1530936,2.960663,3.3503182,3.4754984,2.9734397,3.5675468,3.638334,7.9817724,7.5649624,4.400275,5.7463274,7.785055,7.4799128
2021-05-15,3.1132731,6.2162104,7.4025216,7.297612,2.2507892,4.2310014,6.0382524,1.8352969,1.7676945,1.8361535,1.6435484,7.3911085,1.8796785,1.7808238,1.8651167,2.9536238,4.441774,1.9375665,3.2532701,2.413916,2.2418401,1.9981425,3.8605256,1.9215198,2.0826104,2.3051057,7.080074,4.7796903,2.8116667,3.3993464,2.4868705,2.99066,2.0384197,3.0986505,2.1236212,2.6087768,2.4161763,2.4923594,2.8331509,2.5166726,2.4769044,3.2937288,7.8121643,7.6361494,4.5931406,6.061634,8.112099,7.373973
2021-05-16,2.608914,5.396869,7.0620575,7.0921726,1.8016633,3.4447067,5.7037506,1.6256644,1.1593778,1.5330127,1.7882884,7.5329504,1.4976177,2.0120687,2.253074,2.5955875,4.4032817,1.8377707,2.5115337,2.2410133,2.2549624,2.3181934,3.8754148,1.8666596,2.1195438,2.6493952,7.394549,4.8993993,2.149584,3.023516,1.9898858,2.748432,1.8374168,2.7426472,1.8989527,1.6964673,2.1167068,2.133647,2.7215624,2.5372221,2.3331292,3.6508698,8.332892,8.097672,4.8984504,6.128439,7.615785,7.2535844
2021-05-17,3.1609435,5.9814224,6.6378226,6.8981457,2.197409,4.5710692,6.277014,2.457888,2.0178847,1.9080592,1.669077,6.758014,2.0477376,1.8129584,3.3525906,1.9605483,4.8706284,2.0473657,2.2424614,2.8982124,2.0717607,2.7884305,4.155564,2.2164588,2.1790097,2.9649465,6.621069,5.1775565,2.510697,3.3525167,2.5787134,3.6724179,2.611339,3.7243106,2.7017066,2.5158827,2.8699584,3.4031684,3.7342248,3.1883187,3.785744,4.3281283,7.040962,7.001994,4.502824,5.829856,6.82312,6.3633785
2021-05-18,4.183221,7.0730042,7.293747,7.5413294,2.0335886,4.9251704,6.616215,2.5253913,1.8465647,1.7793585,1.2230088,7.637522,1.1060455,1.2015647,3.3046486,2.6989257,5.0766625,1.0988292,2.9193318,3.4177098,1.6261767,3.2206607,4.342435,1.6819402,1.5197212,3.250475,7.114542,5.2430735,3.1005237,3.8035007,2.363794,3.9845617,2.8809705,3.9516249,3.1765509,3.0951674,2.688251,2.8257797,3.6436164,2.868644,2.7794685,3.7825358,7.8490357,7.2054296,4.513777,5.59043,7.1660748,7.313077
2021-05-19,3.5806336,6.6833897,7.5247087,7.861932,1.9352881,4.5987854,6.594775,2.7695823,2.108019,1.925118,1.8097063,8.291666,1.9831595,1.9273149,3.8347187,2.0611372,5.2180853,2.0699863,2.051635,3.7748828,2.2130437,3.3030856,4.2810345,2.5757456,1.977785,3.3042657,8.046639,5.417307,2.4925349,3.3547974,2.1747363,3.9855564,2.6781306,3.9196665,2.715458,2.231714,2.9598722,2.955561,3.1825104,2.7936695,3.4224746,3.79266,8.531207,8.254976,5.2989497,6.5788226,8.184907,7.5740905
2021-05-20,2.889804,5.7549562,7.213957,7.0380616,1.8398844,3.9403117,5.628569,2.169818,1.733181,1.6670586,1.08678,8.014354,1.1522651,0.9955287,2.9886682,1.4381878,4.206745,1.2823843,1.620285,2.548834,1.6579206,2.4477062,3.3304157,1.808341,1.5096229,2.758436,7.7720942,4.6299567,2.2662008,2.9677503,1.7172123,2.1017134,1.1166844,2.6029553,1.1230557,2.4417684,2.2997966,2.3124545,2.6542666,2.3822896,2.3380983,3.2436755,9.577275,8.620851,4.5673075,6.509934,8.762733,8.19934
2021-05-21,4.13955,6.81863,7.3979177,7.536632,1.7974728,4.9502916,6.304832,2.502538,1.7205918,1.8271858,1.3136731,7.6639357,1.1186568,1.3849212,3.0065856,2.3313675,4.5153384,1.4427061,2.54027,2.6277204,2.21821,2.6253433,3.8574882,1.9217049,1.9985238,2.9195304,7.3790607,4.5455084,2.8285954,3.4037113,1.5285265,2.664084,1.5661407,3.0285797,1.2941967,2.7722075,1.377892,2.5760128,2.8629649,2.6332154,2.5364566,3.2039602,8.288202,8.134611,4.2943215,6.1967316,8.300746,7.43865
2021-05-22,4.428421,6.2916465,7.0590754,6.902989,2.3024094,4.6709237,5.53853,2.273378,1.7502158,2.0602381,1.5309445,7.109431,1.5713483,1.447858,2.6237457,1.8724442,3.9450154,1.7565386,2.2128065,2.4953666,1.7586708,2.0259416,3.0641277,2.4023745,1.8173599,2.4045773,6.8569527,4.247653,2.2462485,2.6966949,1.7863538,2.8932855,1.7709239,3.2528822,1.8174182,2.6795273,2.3482318,2.8235989,2.787493,2.628192,2.9600625,3.2540395,7.478615,7.5401597,4.4559565,6.3373566,7.785164,6.840315
2021-05-23,3.9396124,6.6472497,7.9950805,8.074017,1.6494656,4.498837,6.221314,2.412681,1.554237,2.1454558,1.4336925,8.930776,0.9417026,1.497634,2.691873,3.0584931,4.590166,1.1331725,3.0542805,2.8122702,2.0863268,2.4763007,3.7934628,1.854931,1.8839439,2.73979,8.744023,5.4498425,2.523096,3.4910815,2.764845,2.7695217,2.5869718,2.7329266,2.8354092,2.9765196,3.0906916,2.4701507,3.0462132,2.7112541,2.3680868,3.3206608,9.910335,9.522043,5.727746,7.6055975,9.786051,8.938745
2021-05-24,3.8629484,6.5461297,7.917619,8.143123,2.3054318,4.1549006,6.148404,2.5486338,1.6303701,1.2386438,1.6250262,8.666832,1.4132593,1.7705294,2.8094378,2.4789932,4.635076,1.447581,2.9074109,2.524375,1.784653,2.4754288,3.9339418,1.5716845,1.8008747,2.8075066,8.358308,5.3540783,2.9101102,3.7114246,2.7548041,2.880371,2.3592021,2.92048,2.667549,3.082114,3.1254215,2.5392802,2.8989844,2.8038673,2.3158138,3.4322126,9.353605,8.844645,5.3227773,6.7359047,9.127777,8.562333
2021-05-25,3.4170659,5.8688955,7.0306835,7.327779,2.6213973,3.9726963,5.6189723,2.7915041,2.1104,2.5232074,1.6639416,7.972095,1.4568166,1.523171,3.1012836,2.0611866,3.9711177,1.509004,2.306082,2.6308208,1.934603,2.5858815,3.2451549,1.9570938,1.564105,3.011179,7.773832,4.5283623,2.2871485,2.8259506,2.3193386,1.9805713,1.4780617,2.2458825,1.7443272,2.1056173,2.8887267,1.904891,2.670284,2.4406443,2.0434744,3.224662,9.354809,8.472285,4.487358,6.26905,8.742299,8.272206
2021-05-26,5.003407,7.502133,6.9984026,7.555137,2.7748182,5.5075355,6.740315,3.0967176,2.4294848,2.204931,1.5586923,8.007702,1.6639378,1.6400375,3.5836978,2.8979285,4.7569,1.6344846,2.9107535,3.1084979,2.1813722,3.0896175,3.727867,2.0213761,1.5462093,2.984115,8.033501,5.5776634,3.0074847,3.6387491,1.6051527,2.587458,1.5276572,3.2098134,1.3398591,3.683876,1.5173872,4.089335,4.1507626,3.743702,4.5418253,4.4409785,8.585865,8.886601,5.425552,7.1232667,9.045189,7.9465737
2021-05-27,5.2301292,7.5708566,7.411991,7.4402747,2.5906136,5.174579,6.30989,2.5770824,1.622928,1.8593189,1.4187428,7.283626,1.1408048,1.2528565,3.3520496,2.5392263,4.873143,1.1783322,2.3767095,3.2742927,1.2620653,2.824013,4.1204286,1.8452907,0.9941575,2.7420154,7.342643,5.0777454,2.3510535,3.3686955,2.2437341,3.4177554,2.199956,3.7684495,2.5612154,2.248526,2.9331996,2.8513906,2.8962858,2.9130576,3.0919275,3.757385,7.1045246,8.118832,4.9497595,6.6653204,8.677572,7.00868
2021-05-28,5.0116253,6.813043,6.883936,6.9406343,3.1048987,4.90011,5.8718705,2.4393275,1.7988319,1.9364153,1.4276252,6.9823685,1.2818245,1.4251543,3.094308,2.4789314,3.9569893,1.2940615,2.438491,2.5143623,1.5856838,2.555238,3.06926,1.4798034,1.2948028,2.750338,6.5724034,4.313711,2.273948,2.9610498,1.7497984,2.2246163,1.3976777,2.900275,1.6181962,2.6147425,2.615767,2.603885,3.0253718,2.7536187,2.7050605,3.4114962,7.070758,7.207586,4.1528683,5.80547,7.5959954,6.7828126
2021-05-29,5.1251817,7.014351,5.658461,6.0785556,2.7690458,4.9885793,5.5656233,2.3747334,1.324081,1.8262972,1.5201153,5.976219,1.162669,1.4960228,2.459435,2.3798206,3.5568445,1.3626382,2.5916407,1.8908329,1.8215439,1.6724069,2.6343803,1.5356492,1.6753203,1.9466176,5.857043,4.201927,2.2860057,2.8433454,1.9059651,2.2512429,1.807973,2.610579,1.8614917,2.82609,2.3067412,2.8410504,2.9924746,2.7297103,2.7770429,3.5787768,6.4228144,6.2094975,3.9787915,5.09589,6.0825787,5.788876
2021-05-30,5.7333565,6.3072658,4.7163243,5.3424726,3.5937068,5.2707863,5.556532,2.436638,1.761594,1.7352567,1.4345069,5.7738404,1.3267995,1.3438123,3.273481,2.1662025,3.817755,1.2349671,2.370856,2.6745467,1.164772,2.4729939,2.8515544,1.467257,1.1288141,2.7689788,5.6616244,3.8511713,3.032129,2.9761083,1.8842282,2.9329977,2.0040867,3.5788562,2.1478782,2.987937,2.3691337,3.12335,3.2982163,2.968732,3.3018236,3.3818743,6.5977464,5.8389497,3.2721136,4.318802,5.726858,5.9655113
2021-05-31,5.8783264,7.444486,6.390926,6.9750643,3.6983354,5.6895375,6.5715127,3.1684916,3.3347042,2.8919766,2.6822507,7.3152275,3.728591,2.865229,3.9726467,2.709633,5.139887,3.318943,2.779705,3.7792237,1.079223,3.3625972,4.0788655,3.3443954,1.6882693,3.176537,6.812405,4.898414,2.4334965,3.2794943,2.8775344,3.8123302,2.779907,4.58648,2.8333743,2.660624,3.4414265,3.6913755,4.014141,3.7823913,4.254855,4.3280954,7.079801,6.54017,4.1985955,5.288158,6.2536907,6.197826
2021-06-01,5.590586,7.6273913,7.2955422,7.7738028,3.0572321,5.6867037,7.1104693,2.7281013,2.497135,2.4082053,1.7464656,7.988096,2.2564821,1.7521333,3.2126107,1.9727737,5.669856,2.354394,1.8833371,3.7936702,1.9017471,3.103937,4.648902,3.0889075,2.3461516,2.7832992,7.6416383,5.556424,2.4987674,3.3967865,3.6365542,4.583107,3.892148,5.1640286,3.8037286,2.2665997,4.477659,3.1044312,3.504695,3.453821,3.3939798,4.4658957,7.9913373,7.4053397,4.9162507,5.7939634,6.9042125,7.4239373
2021-06-02,5.5994425,7.9762344,7.7182875,7.9422507,2.8536632,5.8479304,7.248893,2.9754002,1.9895273,1.6514791,1.4472228,7.600759,1.6446751,1.6596527,3.9016156,2.7522888,5.7378707,1.8093404,2.9023178,4.519862,2.0778394,3.981295,4.704372,2.9701302,2.2159495,3.726882,7.0389886,5.2021766,2.768282,3.473435,3.5355525,5.1526656,4.1028996,5.2728834,4.2804165,2.3868685,4.2816978,3.311161,3.616753,3.366458,3.726532,4.246496,7.465024,6.714876,4.350173,5.20957,6.431408,6.9318185
2021-06-03,3.9778495,6.2229633,6.950046,6.822486,2.1562998,4.576985,5.4398103,2.853472,2.1210563,1.8308764,1.8887324,6.425788,1.606567,1.9261904,3.2372005,2.586155,3.7534993,1.7195673,2.4435494,3.0870357,2.514641,2.9804776,3.0091777,2.0318906,2.171486,2.873927,6.1101336,4.024462,1.6683693,2.2562797,2.6229448,3.4298134,2.845239,3.283596,3.3322096,1.6539315,3.5623736,1.6382514,2.3997076,2.4045038,1.730314,2.828479,6.8760195,6.2280345,3.7696276,4.873796,6.16618,6.0269556
2021-06-04,4.1722345,6.9725757,7.095936,7.0207963,2.3898127,5.123268,6.194608,2.6192756,1.9930668,1.6614385,1.5501522,7.032002,1.4222006,1.3280188,3.2177758,1.9594673,4.6423545,1.3624958,2.0960567,3.1197152,1.6352094,2.8889706,4.007669,1.7542816,1.414163,3.0211396,6.853024,4.9442935,2.8542862,3.514429,2.121973,3.656065,2.6307871,3.7718453,3.1573799,3.0476897,2.866022,3.0309706,3.7060382,3.3758683,3.1052706,3.8660207,7.411514,6.8881364,4.587102,5.781158,6.6685376,6.4116125
2021-06-05,5.3087354,7.244341,6.9956613,7.48836,2.9872637,5.6644254,6.6009917,2.9982827,2.1908042,1.8446378,2.2365742,7.192927,2.5297503,2.3294277,3.9704792,2.2577019,4.977023,2.3776674,2.3298233,4.197755,2.0943575,3.7885716,4.18398,2.730704,2.142804,3.6120768,6.726391,4.873248,2.9283931,3.3824036,3.4767656,4.5352635,3.7372696,4.984328,4.044516,2.816491,4.2190995,3.4754603,3.62875,3.5165884,4.0115166,4.089124,7.3251104,6.8587565,4.487788,5.6703315,6.5446095,6.7212787
2021-06-06,5.7785473,8.067339,7.9647827,8.221542,3.4713876,6.073154,7.141133,2.7288063,2.6087523,2.1485536,1.6279234,8.117841,2.3565576,1.8414623,3.4530902,1.8573501,5.2930093,2.360922,1.8835548,3.992915,2.094782,3.4435062,4.4530883,2.9373264,2.3755858,3.225085,8.216108,5.3806486,2.9199877,3.5036197,3.3358498,4.9223466,3.7817185,4.9217057,4.125381,2.5137599,4.3345313,3.0628183,3.35283,3.0831935,3.3516386,3.9687839,9.7273855,9.401062,5.391584,7.4030166,9.934639,9.359026
2021-06-07,5.512448,7.971289,7.974008,8.067114,2.7533433,5.805007,7.045328,2.8054414,2.313701,2.124159,1.7108543,9.257079,2.269114,1.609186,3.402544,1.7966449,5.4145627,2.0293484,1.6947922,4.194428,1.8477734,3.3006644,4.5853844,2.2086675,1.3953462,3.246743,8.8756695,5.767667,2.9227238,3.4130301,2.1222775,4.7197328,2.9298167,4.9641676,3.3675408,2.2383006,3.3017752,3.1523151,3.4481876,3.5460186,3.6072488,4.6204286,9.956486,9.247918,5.166616,6.694778,9.423758,9.112334
2021-06-08,5.820121,8.567549,7.745558,8.368468,2.7783992,5.9690633,7.7240415,3.1854374,2.4023738,2.2536585,1.6894726,8.969226,2.3211584,1.7999659,4.3442936,1.9003177,6.5007477,1.9764543,2.114056,4.656955,1.7927741,4.0884256,5.9098067,2.3729186,1.6070132,4.1732435,8.946141,6.220962,3.1244185,4.302588,3.8238475,5.772449,4.569195,5.6272526,5.6472616,1.8701264,5.107535,2.7804098,3.4975734,3.5574427,3.2092786,4.806664,9.740924,9.600344,5.591479,7.219094,9.864379,8.913124
2021-06-09,6.1046085,8.335913,7.4647765,8.020102,2.7831223,6.160378,7.749766,2.860218,1.9075174,1.3947331,1.1306744,7.475453,1.2512625,1.1945866,4.3452535,1.9390392,6.388373,1.4112283,2.257437,4.7770147,1.6230477,4.6128287,5.575098,2.7872732,2.191424,4.545952,6.772415,5.0148077,3.0238314,3.6308162,4.6368876,6.2913055,5.27872,5.749204,6.1554503,2.2865644,5.399702,2.9957383,3.2899756,3.1954188,3.2670615,4.07883,7.224742,6.8039484,4.7426972,5.6929073,7.5094934,7.187582
2021-06-10,4.667696,7.235265,7.497563,7.7732863,1.8073868,4.7281404,6.857536,2.256755,1.1769879,1.3709868,1.3684047,8.016656,1.1921909,1.4784665,3.2264447,2.226944,5.591105,1.2801762,2.6423893,3.922832,1.730113,3.5580847,5.2923126,2.003425,1.8311995,3.5382862,7.810687,5.4791207,2.5447068,3.705306,3.4454627,5.0166154,3.7295082,4.599066,4.1897993,1.7057904,3.8248765,2.32814,2.6348138,2.699482,2.5075598,3.772139,8.069933,8.360426,5.34374,6.8260016,8.436937,7.8146152
2021-06-11,4.72825,7.1875987,7.88776,7.8387523,2.5583549,4.918782,6.521374,2.9741626,2.1662364,2.2662704,1.3730869,8.314242,1.3489032,1.2159144,3.3115253,1.7763501,4.990182,1.3888056,1.8489013,3.3474388,1.977438,3.3189423,4.3582335,1.6011187,1.5949711,3.31468,8.24667,5.435697,2.7772686,3.6673899,2.5159953,2.633971,2.1125062,3.3550916,2.5350778,2.4855185,3.4196062,2.6663764,2.7319512,2.8762245,2.645512,3.584664,8.567117,8.903611,5.5569816,7.2469316,8.853664,8.355228
2021-06-12,5.3510756,7.4701295,7.4842076,7.512444,2.533406,5.467851,6.5187063,3.1120994,2.0273778,2.096132,2.0157948,7.974308,1.852336,2.0361366,3.919386,3.154936,4.6554136,1.9656544,3.4651616,4.2373595,2.408527,3.736208,4.0172973,2.9470856,2.4644039,3.4517179,7.6811533,5.4882984,3.1180851,3.73869,3.5753365,3.8763287,3.2095373,4.293067,3.1265898,3.2421992,3.8453817,3.19182,3.4149606,3.3626468,3.2800944,4.003878,8.293509,8.020653,5.21388,6.326798,8.051228,7.684912
2021-06-13,5.049698,6.8503027,8.012608,7.6118703,2.2440805,4.6655397,5.9579782,2.9189074,2.0863495,2.0812528,1.5643916,7.508795,1.3590264,1.5418891,3.0638316,2.8661778,4.468065,1.3649598,2.9166822,3.259728,2.0610352,3.00065,3.833292,2.0369875,1.958717,2.788763,7.186141,4.5720806,1.9782101,3.1062765,3.1387262,2.7519057,2.669185,3.1497245,2.8666663,1.5125593,3.592004,1.893621,2.1607935,2.3689954,2.078258,3.1380548,8.186444,7.4516826,4.353716,5.732089,7.295781,7.4427385
2021-06-14,3.7919505,5.865941,7.121242,7.1234326,2.160704,4.1122766,5.5691357,2.3357558,1.6485065,1.6671981,1.3967556,7.4458694,1.1554761,1.3432679,2.5219061,1.9886013,3.9434557,1.2737145,1.6208016,2.1311908,1.4091082,2.2217956,3.3172488,1.4777008,1.1778412,2.3161902,7.031268,4.332296,2.3481598,3.0992117,1.7721936,1.4053789,1.5779067,2.1965284,1.8905334,2.6057293,2.294302,2.426064,2.8249583,2.379511,2.452293,3.0260026,8.3860445,7.4616103,3.9562924,5.4577975,7.057438,7.5414867
2021-06-15,2.7359414,5.250374,6.7353787,6.4032364,2.2140331,3.8136108,5.277942,2.464865,1.6290506,1.3755199,1.7877734,7.2766647,1.408255,2.1127026,2.5177276,3.4690328,4.020064,1.6942767,4.392725,1.9798696,3.371376,1.9527357,3.354669,1.697045,2.984171,2.2413604,7.0124564,4.8675537,2.4614713,3.6087892,3.7944279,2.04661,2.6931913,2.1919062,2.9627485,3.0249271,3.7258863,2.4951756,3.2637777,3.0800197,2.4045782,3.8558884,8.357831,7.3960285,4.36202,5.5316906,7.3205776,7.323758
2021-06-16,3.0777826,6.194956,6.88384,7.1669044,2.026168,4.293633,5.953062,1.9015014,1.3985654,1.4048876,1.8818116,7.8289185,1.4532108,2.0699189,2.190831,2.9861648,4.288055,1.6782674,3.2388146,2.0685782,2.2767725,1.9549075,3.7578297,1.49817,2.0818148,2.3510885,7.229272,4.541095,2.1818955,3.2172103,2.8911157,2.3294399,1.9423349,2.7612143,2.400615,2.0778234,3.4265313,2.3101032,2.677118,2.5413733,2.287072,3.0210145,7.9729557,7.1969604,4.2071476,5.2788553,6.8770924,6.8432837
2021-06-17,3.4671452,5.854548,6.6693335,6.342875,2.76157,4.59323,5.569643,2.5064301,2.0306387,2.702077,2.3606079,6.658106,2.455898,2.462404,2.8952966,2.6539776,3.9707243,2.1575015,3.0345008,2.4646728,2.081516,2.2198644,2.8578181,2.3004673,1.8878422,2.3293028,6.122802,4.1657515,2.6693566,3.078081,2.9580188,2.5369294,2.1803005,2.6175554,2.6541972,3.5453126,3.3945239,3.361715,3.3013892,2.931907,3.374013,3.2292016,6.652511,6.0151153,3.7088137,4.656915,6.1923804,5.928137
2021-06-18,3.1940088,5.9695644,7.543631,7.7851753,1.8129207,4.115524,6.382463,2.649322,1.6627535,1.7322865,1.6917522,8.03331,1.188128,1.6225653,3.3021271,2.7793696,5.1081142,1.2847729,3.1481516,2.9591587,2.2435951,2.7701468,4.4632382,1.7960863,1.9848038,2.7657864,7.8054237,5.6498494,2.3921933,3.6250174,3.417067,3.3233244,3.5680275,3.1191761,3.974524,2.2067392,3.670402,2.6612654,3.4189665,3.178165,3.2615442,4.362354,8.1835165,8.497095,5.169506,6.5988054,7.904543,7.494507
2021-06-19,3.6862757,7.139603,8.499631,8.212575,2.9164743,4.3082767,6.4016013,3.2393472,2.5732183,2.5995867,1.748693,8.642653,1.9737309,1.7906991,3.7479298,2.5880797,4.9533834,1.7911841,2.768217,3.3922703,1.8855205,3.1170125,4.357087,2.0345924,1.6508814,3.155496,8.589394,5.8583736,2.6183197,4.000884,2.1279469,2.2795775,1.4816532,2.5956786,1.4226528,2.6856587,2.2318048,2.2709448,2.9452682,2.7619088,2.164407,3.7668886,9.357263,9.168015,5.9333887,7.6427336,9.224016,8.345829
2021-06-20,4.150681,7.401804,8.155449,8.332417,2.6279628,4.955827,6.7806444,3.104876,1.9054573,2.268222,1.9027034,8.560521,1.4868655,1.8096243,3.2407346,2.697367,5.154163,1.5056112,2.7207537,3.9009705,2.1404321,3.3043547,4.5633206,2.2269113,1.8854283,3.2183504,8.459688,6.0309,3.0317876,3.850841,2.6208572,4.0715384,2.6018167,3.9616213,2.5931451,2.5796483,2.9079747,2.4670875,3.1272347,3.10908,2.4616294,4.4376936,9.462839,8.809268,5.510501,6.8091993,8.84083,8.618661
2021-06-21,4.878074,8.014292,8.509323,8.394815,2.657344,5.612008,7.1389904,2.5824783,1.753958,1.7597774,1.3691857,7.921371,1.2516017,1.2680625,3.3433082,1.9508061,5.6867776,1.1703143,1.9760275,3.931102,1.4780835,3.7020936,5.1150756,1.7254664,1.1747942,3.7912588,7.8678775,5.925877,3.0272303,3.8111746,2.5551841,4.4148536,2.8522453,4.537613,3.4085932,2.2824717,3.4428563,2.8392398,3.4549592,3.2527575,2.9902425,4.490498,8.372761,7.9282794,5.121012,6.109881,7.8161945,7.6392035
2021-06-22,5.800801,8.543126,7.935688,8.032769,2.7894447,6.0597997,7.4214287,3.0414295,2.1590526,2.0090063,1.4757631,8.185698,2.0600064,1.3760494,4.0133977,1.3782694,6.0368967,1.8522744,1.909069,4.9227443,1.43501,4.270773,5.3596363,2.744478,1.7280364,4.2591662,8.021305,5.889788,3.0454986,3.8039198,4.308762,6.041277,5.232534,5.702024,6.1876535,2.3248863,4.9493546,3.3014271,4.16284,3.842976,3.7091815,4.8424973,8.066691,8.17278,5.535126,6.4833817,7.5332327,8.025314
2021-06-23,5.775728,8.776002,8.336785,8.140929,2.844272,6.338273,7.602002,2.8915718,2.1835675,2.1233828,1.8694174,7.462406,2.125129,1.9547554,4.1111827,2.022238,6.1354737,2.1015887,2.3614025,4.4055533,2.0470123,4.051108,5.5452313,2.8325465,2.3548393,4.262722,7.290139,5.347415,2.8416312,3.6668112,3.8639781,5.9462085,4.434884,5.2916913,5.0397906,1.9917498,4.29849,3.21639,3.4318154,3.2937107,3.6619296,4.2178607,7.232028,7.0905704,4.6947675,5.539731,6.5215073,7.22386
2021-06-24,4.6063933,7.12722,7.031676,7.0725646,1.9441513,4.8843694,6.4272227,2.4237087,1.4597363,1.6971389,1.5664978,7.437552,1.2862833,1.5278424,3.1570132,1.969403,5.2289515,1.3749673,2.1370165,3.3677418,1.5698137,3.1729398,5.032088,2.066989,2.1116414,3.2529676,7.262497,5.2225537,2.6130402,3.858763,3.936736,3.9662502,3.7163863,4.112787,4.0012436,1.786184,4.4768705,2.4307134,3.0032914,2.887817,2.7653232,3.6727443,8.303192,7.1518445,4.5396857,5.6766157,6.7136726,7.0908027
2021-06-25,4.4016404,6.481445,7.2529674,7.050377,2.757795,4.9269857,6.0830407,2.511702,1.5679833,2.355206,1.3733728,7.4746146,1.0664809,1.2401081,2.6836352,1.4977438,4.5373626,1.2140361,1.5191312,2.3571138,1.2478526,2.2918353,3.9715512,1.2511214,1.255483,2.6327753,7.290702,4.931906,2.9810612,3.6193058,2.0854213,2.0864804,1.9183731,2.5638306,2.285933,3.1282902,2.5683393,3.0909777,3.2701247,3.0004866,3.2056634,3.6104774,8.317513,7.633027,4.6543417,5.9717407,7.3391986,7.2644134
